code,course name,EOS_2021,Mid_2021,test_2021,EOS_2020,Mid_2020,test_2020,EOS_2019,Mid_2019,test_2019
DN541,Modern Languages (options),320.0,423.0,no,300.0,443.0,no,348.0,412.0,no
DN600,Law (options),566.0,588.0,no,543.0,566.0,no,520.0,532.0,no
DN610,Business and Law,566.0,589.0,no,544.0,577.0,no,521.0,543.0,no
DN650,Commerce,554.0,567.0,no,521.0,543.0,no,498.0,510.0,no
DN660,Commerce International (options),554.0,567.0,no,510.0,531.0,no,507.0,531.0,no
DN670,Economics and Finance,625.0,625.0,no,613.0,625.0,no,601.0,601.0,no
DN700,Social Sciences (options),463.0,509.0,no,418.0,466.0,no,388.0,441.0,no
DN710,Economics,522.0,544.0,no,498.0,510.0,no,476.0,488.0,no
DN720,Psychology,555.0,577.0,no,522.0,543.0,no,517.0,531.0,no
DN750,Social Policy and Sociology,408.0,441.0,no,377.0,408.0,no,330.0,366.0,no
DK810,Accounting and Finance,307.0,399.0,no,305.0,401.0,no,306.0,391.0,no
DK816,Business Studies,301.0,382.0,no,300.0,367.0,no,300.0,357.0,no
DK820,Computing in Games Development,309.0,381.0,no,311.0,348.0,no,307.0,369.0,no
DK821,Computing in Software Development,307.0,379.0,no,302.0,361.0,no,301.0,347.0,no
DK822,Augmented and Virtual Reality,307.0,340.0,no,304.0,380.0,no,,,
DK830,Building Surveying,305.0,378.0,no,336.0,352.0,no,302.0,349.0,no
DK831,Architectural Technology,314.0,377.0,no,389.0,433.0,no,301.0,366.0,no
DK832,Construction Management,305.0,362.0,no,387.0,419.0,no,300.0,329.0,no
DK843,Engineering (Common Entry),391.0,466.0,no,340.0,439.0,no,303.0,402.0,no
DK844,Mechanical Engineering,336.0,435.0,no,305.0,448.0,no,,,
DK845,Electrical and Electronic Engineering,331.0,434.0,no,304.0,392.0,no,,,
DK846,Civil Engineering,371.0,465.0,no,361.0,392.0,no,,,
DK850,International Tourism Management,303.0,417.0,no,317.0,377.0,no,,,
DK861,Arts,300.0,347.0,no,302.0,363.0,no,300.0,358.0,no
DK862,Social Care,301.0,348.0,no,301.0,347.0,no,300.0,338.0,no
DK863,Creative Media,309.0,432.0,no,308.0,337.0,no,300.0,376.0,no
DK864,Film and Television Production,308.0,399.0,no,300.0,402.0,no,300.0,332.0,no
DK865,Audio and Music Production,308.0,404.0,no,301.0,367.0,no,301.0,346.0,no
DK870,General Nursing,433.0,451.0,no,397.0,419.0,no,392.0,401.0,no
DK872,Intellectual Disability Nursing,347.0,368.0,no,336.0,358.0,no,300.0,317.0,no
DK874,Mental Health Nursing,391.0,414.0,no,356.0,379.0,no,356.0,378.0,no
DK876,Early Childhood Studies,300.0,357.0,no,321.0,388.0,no,305.0,359.0,no
DK877,Midwifery,470.0,495.0,no,440.0,470.0,no,398.0,441.0,no
DK880,Health and Physical Activity,300.0,397.0,no,328.0,389.0,no,300.0,367.0,no
DK882,Agriculture (Award options),342.0,402.0,no,310.0,380.0,no,303.0,358.0,no
DK883,Science (Award options),302.0,384.0,no,300.0,370.0,no,300.0,369.0,no
DK884,Sustainable Agriculture,348.0,397.0,no,0.0,0.0,no,,,
DK885,Agri-Food Production,0.0,0.0,no,0.0,0.0,no,,,
DK886,Biopharmaceutical Science,347.0,388.0,no,301.0,338.0,no,,,
DK887,Environmental Science,377.0,440.0,no,330.0,589.0,no,,,
GA181,Accounting,303.0,400.0,no,309.0,403.0,no,303.0,378.0,no
GA182,Business,285.0,369.0,no,287.0,347.0,no,290.0,347.0,no
GA183,Business Information Systems,298.0,358.0,no,296.0,356.0,no,309.0,373.0,no
GA184,Marketing and Sales,300.0,368.0,no,307.0,357.0,no,307.0,348.0,no
GA185,Finance and Economics,318.0,378.0,no,293.0,392.0,no,307.0,398.0,no
GA186,Business with Entrepreneurship,287.0,346.0,no,280.0,356.0,no,297.0,328.0,no
GA187,Rural Enterprise and Agri-Business,291.0,358.0,no,281.0,352.0,no,280.0,367.0,no
GA281,Film and Documentary,301.0,358.0,no,304.0,379.0,no,287.0,360.0,no
GA282,Heritage Studies,252.0,343.0,no,220.0,281.0,no,238.0,308.0,no
GA283,Contemporary Art (portfolio),790.0,876.0,yes,679.0,870.0,yes,260.0,340.0,no
GA284,Design,331.0,398.0,no,303.0,356.0,no,309.0,377.0,no
GA285,"Education (Art, Design and Graphics)",406.0,442.0,no,0.0,0.0,no,,,
GA380,International Hotel Management,218.0,320.0,no,242.0,330.0,no,225.0,289.0,no
GA381,International Tourism Management,252.0,317.0,no,278.0,350.0,no,261.0,290.0,no
GA382,Culinary and Gastronomic Science,235.0,375.0,no,206.0,337.0,no,225.0,316.0,no
GA384,Event Management with Public Relations,230.0,340.0,no,212.0,328.0,no,209.0,289.0,no
GA480,Construction Management,302.0,359.0,no,260.0,336.0,no,260.0,312.0,no
GA482,Quantity Surveying and Construction Economics,304.0,388.0,no,288.0,350.0,no,280.0,340.0,no
GA483,Architectural Technology,273.0,361.0,no,265.0,337.0,no,251.0,321.0,no
GA484,Civil Engineering,377.0,421.0,no,290.0,383.0,no,270.0,362.0,no
GA580,Software and Electronic Engineering,300.0,388.0,no,300.0,393.0,no,301.0,351.0,no
GA680,Mechanical Engineering,400.0,455.0,no,330.0,401.0,no,336.0,389.0,no
GA681,Energy Engineering,312.0,392.0,no,293.0,366.0,no,281.0,328.0,no
GA682,Biomedical Engineering,331.0,413.0,no,313.0,393.0,no,331.0,383.0,no
GA683,Agricultural Engineering,304.0,390.0,no,309.0,385.0,no,301.0,365.0,no
GA684,Engineering Common Entry to Manu/Agri/Biomed/Energy/Mech Eng,413.0,456.0,no,340.0,405.0,no,346.0,406.0,no
GA685,Manufacturing Engineering Design,336.0,377.0,no,309.0,379.0,no,,,
GA780,Applied Freshwater and Marine Biology,366.0,435.0,no,327.0,377.0,no,300.0,360.0,no
GA781,Applied Biology and Biopharmaceutical Science,381.0,442.0,no,337.0,390.0,no,317.0,376.0,no
GA782,Chemical and Pharmaceutical Science,356.0,398.0,no,336.0,388.0,no,307.0,346.0,no
GA783,Physics and Instrumentation,301.0,387.0,no,363.0,408.0,no,373.0,378.0,no
GA784,Science (Undenominated),445.0,466.0,no,372.0,403.0,no,327.0,377.0,no
GA785,Medical Science,510.0,532.0,no,473.0,500.0,no,451.0,486.0,no
GA786,Forensic Science and Analysis,408.0,462.0,no,317.0,387.0,no,300.0,366.0,no
GA787,Computing in Software Development,310.0,381.0,no,270.0,315.0,no,275.0,327.0,no
GA788,Computing and Digital Media,270.0,314.0,no,282.0,356.0,no,270.0,327.0,no
GA789,Agriculture and Environmental Management,340.0,392.0,no,289.0,371.0,no,297.0,339.0,no
GA790,Sport and Exercise Science,366.0,431.0,no,356.0,409.0,no,350.0,379.0,no
GA791,Public Health Nutrition,368.0,431.0,no,368.0,409.0,no,364.0,397.0,no
GA880,General Nursing,440.0,455.0,no,422.0,441.0,no,389.0,400.0,no
GA882,Psychiatric Nursing,369.0,398.0,no,367.0,377.0,no,346.0,370.0,no
GA885,Outdoor Education,269.0,360.0,no,252.0,262.0,no,210.0,298.0,no
GA887,History and Geography,201.0,288.0,no,244.0,380.0,no,228.0,296.0,no
GA889,Applied Social Care,265.0,339.0,no,266.0,298.0,no,260.0,297.0,no
GA890,Early Childhood Education and Care,227.0,336.0,no,270.0,327.0,no,278.0,319.0,no
GA891,Geography and Outdoor Education,261.0,366.0,no,244.0,391.0,no,,,
GA892,Community Development and Youth Work (Level 8),0.0,0.0,no,,,,,,
GA980,Education (Design Graphics and Construction),410.0,435.0,no,377.0,411.0,no,376.0,389.0,no
GA981,Furniture Design and Manufacture,346.0,385.0,no,,,,271.0,350.0,no
GA982,Furniture Making and Architectural Woodworking,360.0,402.0,no,,,,270.0,352.0,no
GA983,Furniture and Digital Manufacturing,0.0,0.0,no,,,,,,
GA984,"Furniture Design, Making and Technology - Common Entry",467.0,498.0,no,284.0,369.0,no,,,
GY101,Arts (Joint-Honours),326.0,423.0,no,300.0,391.0,no,300.0,374.0,no
GY104,BSc (Psychology),545.0,566.0,no,519.0,542.0,no,507.0,529.0,no
GY105,Arts (History),357.0,424.0,no,301.0,377.0,no,318.0,358.0,no
GY109,Arts (Mathematics and Education),413.0,487.0,no,403.0,466.0,no,411.0,487.0,no
GY110,Arts (Children and Youth Studies - options),387.0,440.0,no,357.0,418.0,no,382.0,409.0,no
GY111,Arts (English and Creative Writing),420.0,518.0,no,330.0,492.0,no,402.0,472.0,no
GY113,Arts with Human Rights,413.0,477.0,no,368.0,422.0,no,338.0,409.0,no
GY115,Arts with Performing Arts Studies,300.0,393.0,no,387.0,443.0,no,328.0,367.0,no
GY118,"Arts (Drama, Theatre and Performance Studies)",430.0,476.0,no,451.0,492.0,no,410.0,451.0,no
GY119,Arts (Journalism),473.0,521.0,no,400.0,465.0,no,410.0,475.0,no
GY122,Na Dána (Cumarsáid agus Gaeilge),410.0,496.0,no,361.0,453.0,no,308.0,399.0,no
GY123,Applied Social Sciences,419.0,451.0,no,358.0,410.0,no,357.0,388.0,no
GY125,Arts (Digital Arts and Technology),403.0,444.0,no,328.0,347.0,no,324.0,379.0,no
GY127,Arts (Film and Digital Media),421.0,488.0,no,401.0,462.0,no,387.0,435.0,no
GY128,Arts (Global Languages),346.0,468.0,no,352.0,476.0,no,370.0,440.0,no
GY129,Arts (Global Experience),465.0,522.0,no,420.0,462.0,no,408.0,477.0,no
GY130,Arts (Music),462.0,498.0,no,408.0,495.0,no,400.0,444.0,no
GY132,"Government (Politics, Economics and Law)",451.0,495.0,no,407.0,435.0,no,402.0,444.0,no
GY133,Education (Computer Science and Mathematical Studies),454.0,476.0,no,422.0,498.0,no,401.0,466.0,no
GY134,Geography and Geosystems,425.0,476.0,no,410.0,445.0,no,,,
GY135,Arts (Global Media),442.0,484.0,no,,,,,,
GY136,Na Dána (Léann Teanga - options),526.0,526.0,no,,,,,,
GY201,Commerce,476.0,499.0,no,433.0,466.0,no,420.0,453.0,no
GY202,Commerce (International) with French,520.0,548.0,no,484.0,511.0,no,484.0,513.0,no
GY203,Commerce (International) with German,518.0,532.0,no,489.0,566.0,no,489.0,541.0,no
GY204,Commerce (International) with Spanish,506.0,531.0,no,495.0,511.0,no,484.0,500.0,no
GY206,Business Information Systems (Work Placement and Optional Int`l Study),509.0,544.0,no,465.0,488.0,no,431.0,445.0,no
GY207,Commerce (Accounting) including optional Global Experience year,543.0,578.0,no,509.0,543.0,no,486.0,510.0,no
GY208,Commerce (Gaeilge),508.0,547.0,no,473.0,511.0,no,473.0,488.0,no
GY209,Commerce (Global Experience),551.0,578.0,no,530.0,554.0,no,509.0,531.0,no
GY250,Law and Business,510.0,541.0,no,487.0,510.0,no,436.0,467.0,no
GY251,Law (BCL),542.0,554.0,no,499.0,518.0,no,473.0,498.0,no
GY252,Law (BCL) and Human Rights,565.0,567.0,no,520.0,541.0,no,510.0,521.0,no
GY253,Law and Taxation,506.0,531.0,no,509.0,543.0,no,,,
GY254,"Law (BCL), Criminology and Criminal Justice",548.0,566.0,no,530.0,554.0,no,,,
GY261,Business Studies in International Hotel Management (interview),503.0,647.0,yes,497.0,611.0,yes,486.0,615.0,yes
GY262,Commerce in International Hotel Management (interview),709.0,743.0,yes,681.0,724.0,yes,671.0,726.0,yes
GY301,Science,488.0,529.0,no,432.0,487.0,no,400.0,456.0,no
GY303,Biomedical Science,613.0,613.0,no,556.0,589.0,no,533.0,566.0,no
GY304,Biotechnology,495.0,522.0,no,465.0,498.0,no,473.0,507.0,no
GY308,Environmental Science,430.0,473.0,no,408.0,484.0,no,413.0,440.0,no
GY309,Financial Mathematics and Economics,509.0,565.0,no,487.0,532.0,no,454.0,498.0,no
GY310,Marine Science,467.0,499.0,no,419.0,476.0,no,409.0,456.0,no
GY313,Environmental Health and Safety,412.0,452.0,no,412.0,440.0,no,402.0,435.0,no
GY314,Earth and Ocean Sciences,422.0,463.0,no,403.0,444.0,no,402.0,425.0,no
GY318,Biopharmaceutical Chemistry,555.0,581.0,no,509.0,542.0,no,510.0,532.0,no
GY319,Mathematical Science,543.0,589.0,no,476.0,566.0,no,456.0,531.0,no
GY320,"Physics (Degree options: Applied,Astrophysics,Biomedical,Theoretical)",465.0,533.0,no,402.0,478.0,no,401.0,487.0,no
GY321,Genetics and Genomics,532.0,565.0,no,508.0,532.0,no,,,
GY322,Agricultural Sciences,485.0,518.0,no,,,,,,
GY350,Computer Science and Information Technology,495.0,521.0,no,403.0,454.0,no,425.0,466.0,no
GY401,Engineering (Undenominated),520.0,555.0,no,465.0,511.0,no,444.0,499.0,no
GY402,Civil Engineering,521.0,545.0,no,455.0,499.0,no,509.0,543.0,no
GY405,Mechanical Engineering,541.0,589.0,no,454.0,509.0,no,443.0,499.0,no
GY406,Electronic and Computer Engineering,555.0,566.0,no,510.0,544.0,no,509.0,547.0,no
GY408,Biomedical Engineering,554.0,578.0,no,509.0,554.0,no,519.0,543.0,no
GY410,Project and Construction Management,431.0,455.0,no,403.0,456.0,no,434.0,464.0,no
GY413,Energy Systems Engineering,509.0,543.0,no,502.0,531.0,no,532.0,589.0,no
GY414,Electrical and Electronic Engineering,433.0,476.0,no,405.0,429.0,no,454.0,487.0,no
GY501,"Medicine (five year/six year course, HPAT required)",737.0,740.0,yes,728.0,731.0,yes,726.0,731.0,yes
GY502,Occupational Therapy,601.0,602.0,no,555.0,567.0,no,532.0,543.0,no
GY503,Speech and Language Therapy,578.0,590.0,no,543.0,554.0,no,529.0,543.0,no
GY504,Podiatric Medicine,510.0,533.0,no,443.0,476.0,no,434.0,463.0,no
GY515,General Nursing (Galway and Portiuncula),476.0,507.0,no,473.0,496.0,no,442.0,466.0,no
GY516,Mental Health Nursing,412.0,451.0,no,440.0,467.0,no,388.0,413.0,no
GY517,Midwifery,507.0,532.0,no,495.0,518.0,no,429.0,468.0,no
LY108,Business - Accounting,312.0,432.0,no,309.0,431.0,no,318.0,399.0,no
LY118,Business,288.0,387.0,no,290.0,377.0,no,287.0,352.0,no
LY128,Marketing with Online Technologies,261.0,369.0,no,,,,,,
LY208,Law,290.0,388.0,no,300.0,367.0,no,300.0,359.0,no
LY228,Sports and Exercise - Common Entry,290.0,379.0,no,300.0,367.0,no,278.0,330.0,no
LY408,Design - Common Entry,301.0,380.0,yes,320.0,381.0,yes,307.0,368.0,yes
LY508,Fire Safety Engineering,283.0,352.0,no,276.0,326.0,no,270.0,299.0,no
LY518,Quantity Surveying,304.0,387.0,no,301.0,368.0,no,307.0,368.0,no
LY528,Construction Management,262.0,298.0,no,271.0,321.0,no,267.0,291.0,no
LY538,Architectural Technology,234.0,403.0,no,,,,,,
LY608,Mechanical Engineering,300.0,390.0,no,300.0,379.0,no,304.0,333.0,no
LY618,Electronic Engineering,321.0,368.0,no,312.0,402.0,no,307.0,339.0,no
LY708,Applied Computing,320.0,430.0,no,306.0,372.0,no,300.0,348.0,no
LY748,Computer Science,316.0,421.0,no,317.0,420.0,no,,,
LY818,Science - Common Entry,302.0,411.0,no,303.0,409.0,no,302.0,371.0,no
LY828,Agriculture - Common Entry,300.0,360.0,no,307.0,351.0,no,300.0,342.0,no
LY908,General Nursing,429.0,441.0,no,400.0,423.0,no,383.0,390.0,no
LY918,Psychiatric Nursing,361.0,399.0,no,357.0,387.0,no,291.0,332.0,no
LY928,Intellectual Disability Nursing,342.0,386.0,no,328.0,346.0,no,288.0,299.0,no
LY968,"Early Childhood Care, Health and Education",288.0,380.0,no,303.0,361.0,no,300.0,336.0,no
LY978,Health and Social Care - Common Entry,279.0,347.0,no,280.0,330.0,no,260.0,299.0,no
MI001,Contemporary and Applied Theatre Studies,209.0,484.0,no,390.0,412.0,no,345.0,381.0,no
MI002,Arts,280.0,408.0,no,281.0,389.0,no,300.0,378.0,no
MI004,Education - Primary Teaching - International,589.0,601.0,no,577.0,589.0,no,,,
MI005,Education - Primary Teaching,522.0,554.0,no,495.0,521.0,no,473.0,506.0,no
MI006,Education - Primary Teaching - Gaeltacht Applicants,485.0,522.0,yes,462.0,519.0,yes,442.0,473.0,yes
MI007,Early Childhood Care and Education,409.0,462.0,no,357.0,409.0,no,366.0,402.0,no
MI008,Education and Psychology - Primary Teaching,590.0,602.0,no,588.0,601.0,no,543.0,555.0,no
MI009,"Education, Business Studies and Accounting",434.0,477.0,no,402.0,455.0,no,392.0,420.0,no
MI010,"Education, Business Studies and Religious Studies",370.0,412.0,no,368.0,389.0,no,326.0,355.0,no
MI011,"Education, Gaeilge and Religious Studies",407.0,444.0,no,409.0,451.0,no,377.0,387.0,no
MI012,"Education, Gaeilge and Business Studies",387.0,451.0,no,401.0,463.0,no,398.0,440.0,no
MI013,"Education, Mathematics and Gaeilge",509.0,543.0,no,444.0,477.0,no,433.0,465.0,no
MI014,"Education, Mathematics and Business Studies",476.0,531.0,no,434.0,487.0,no,,,
CI110,Counselling and Psychotherapy,292.0,368.0,no,310.0,392.0,no,,,
CI111,Counselling and Psychotherapy with Addiction Studies,290.0,356.0,no,301.0,319.0,no,,,
CI112,Counselling and Psychotherapy with Youth Studies,325.0,388.0,no,311.0,311.0,no,,,
LC110,"Art and Design (Common Entry, portfolio)",794.0,981.0,yes,740.0,961.0,yes,734.0,918.0,yes
LC114,Fashion and Textiles for Product and Costume (portfolio),914.0,933.0,yes,880.0,1029.0,yes,900.0,988.0,yes
LC115,"Art and Design Teacher Education (LIT and UL, portfolio)",993.0,1058.0,yes,942.0,1013.0,yes,,,
LC220,Digital Marketing,263.0,322.0,no,262.0,298.0,no,254.0,288.0,no
LC223,Law and Taxation,331.0,410.0,no,307.0,356.0,no,308.0,372.0,no
LC224,Accounting and Finance,300.0,356.0,no,300.0,371.0,no,299.0,382.0,no
LC225,Marketing and Management,298.0,376.0,no,298.0,358.0,no,298.0,337.0,no
LC226,Enterprise and Innovation,255.0,327.0,no,234.0,310.0,no,216.0,298.0,no
LC233,Software Development,280.0,348.0,no,272.0,339.0,no,300.0,371.0,no
LC234,Immersive Digital Media and Spatial Computing,226.0,342.0,no,225.0,307.0,no,219.0,288.0,no
LC236,Internet Systems Development,260.0,305.0,no,260.0,272.0,no,298.0,319.0,no
LC239,Computer Networks and Systems Management,317.0,378.0,no,309.0,371.0,no,335.0,347.0,no
LC241,Construction Management,326.0,387.0,no,255.0,338.0,no,276.0,303.0,no
LC242,Property Valuation and Management,308.0,377.0,no,282.0,320.0,no,292.0,328.0,no
LC243,Quantity Surveying,278.0,359.0,no,298.0,362.0,no,281.0,360.0,no
LC248,Built Environment (Common Entry),300.0,357.0,no,288.0,376.0,no,307.0,350.0,no
LC252,Civil Engineering Management,264.0,338.0,no,270.0,308.0,no,281.0,331.0,no
LC263,Medical Technology,391.0,455.0,no,294.0,359.0,no,282.0,359.0,no
LC265,Forensic and Pharmaceutical Sciences,498.0,528.0,no,413.0,476.0,no,335.0,368.0,no
LC266,Drug and Medicinal Product Analysis,252.0,368.0,no,262.0,300.0,no,236.0,299.0,no
LC275,Electrical Engineering,347.0,382.0,no,298.0,384.0,no,288.0,340.0,no
LC288,Mechanical Engineering,369.0,432.0,no,346.0,415.0,no,307.0,360.0,no
LC289,Precision Engineering,261.0,357.0,no,291.0,350.0,no,280.0,369.0,no
LC292,Social Care Work,374.0,410.0,no,367.0,389.0,no,360.0,389.0,no
LC293,Business Studies with Travel and Tourism Management,264.0,356.0,no,307.0,356.0,no,299.0,326.0,no
LC294,Business Studies with Event Management,279.0,356.0,no,279.0,347.0,no,271.0,300.0,no
LC295,Business Studies with Sports Management,262.0,320.0,no,252.0,313.0,no,263.0,298.0,no
LC297,Community and Addiction Studies,262.0,316.0,no,235.0,298.0,no,217.0,269.0,no
LC320,Business,381.0,408.0,no,346.0,388.0,no,337.0,378.0,no
LC330,Business with Computing,308.0,367.0,no,297.0,378.0,no,298.0,326.0,no
LC340,Interior Design,368.0,420.0,no,350.0,391.0,no,298.0,349.0,no
LC362,Biotechnology and Biopharmaceutical Sciences,429.0,463.0,no,413.0,440.0,no,379.0,402.0,no
LC371,Creative Broadcast and Film Production,310.0,387.0,no,309.0,378.0,no,298.0,339.0,no
LC372,Music Technology and Production,377.0,454.0,no,325.0,402.0,no,321.0,369.0,no
LC374,Renewable and Electrical Energy Engineering,319.0,401.0,no,318.0,410.0,no,317.0,368.0,no
LC375,Industrial Automation and Robotic Systems,309.0,383.0,no,317.0,392.0,no,321.0,368.0,no
LC376,Electronic Engineering with Computer Systems,357.0,378.0,no,318.0,358.0,no,308.0,346.0,no
LC380,Automotive Engineering and Transport Management,298.0,340.0,no,298.0,337.0,no,282.0,329.0,no
LC392,Business Studies in Beauty and Spa Management,317.0,358.0,no,236.0,328.0,no,217.0,318.0,no
LC393,Early Childhood Education and Care,276.0,339.0,no,236.0,307.0,no,260.0,309.0,no
LC402,Social Care Work,228.0,306.0,no,225.0,288.0,no,209.0,290.0,no
LC408,Environmental Science and Climate,279.0,347.0,no,279.0,348.0,no,262.0,346.0,no
LC416,Business,260.0,300.0,no,274.0,391.0,no,,,
LC418,Computing - Games Design and Development,256.0,320.0,no,270.0,338.0,no,271.0,318.0,no
LC422,Applied Strength and Conditioning,289.0,359.0,no,298.0,347.0,no,288.0,333.0,no
LC502,Game Art and Design (portfolio),841.0,1018.0,yes,852.0,1024.0,yes,838.0,950.0,yes
LC517,Creative Media and Design,279.0,413.0,no,234.0,327.0,no,229.0,273.0,no
LC518,Digital Animation Production (portfolio),807.0,977.0,yes,808.0,939.0,yes,816.0,962.0,yes
LC612,Social Care Work,309.0,348.0,no,320.0,343.0,no,319.0,338.0,no
LM002,Arts,360.0,423.0,no,348.0,410.0,no,329.0,388.0,no
LM019,Social Sciences,451.0,507.0,no,,,,,,
LM020,Law and Accounting,474.0,520.0,no,465.0,499.0,no,436.0,476.0,no
LM026,Performing Arts (audition format TBC),329.0,451.0,yes,303.0,401.0,yes,307.0,367.0,yes
LM028,Criminal Justice,420.0,454.0,no,418.0,440.0,no,387.0,409.0,no
LM029,Law Plus,530.0,554.0,no,490.0,521.0,no,473.0,499.0,no
LM038,Psychology and Sociology,530.0,533.0,no,500.0,507.0,no,478.0,489.0,no
LM039,Journalism and Digital Communication,432.0,473.0,no,402.0,455.0,no,388.0,430.0,no
LM040,European Studies,409.0,521.0,no,369.0,488.0,no,350.0,462.0,no
LM044,Applied Languages,429.0,485.0,no,442.0,499.0,no,404.0,473.0,no
LM050,Business Studies (options),451.0,489.0,no,431.0,476.0,no,419.0,455.0,no
LM056,International Business,555.0,589.0,no,528.0,555.0,no,511.0,543.0,no
LM058,Financial Mathematics,468.0,531.0,no,403.0,521.0,no,434.0,543.0,no
LM063,Technology Management,410.0,452.0,no,379.0,419.0,no,372.0,409.0,no
LM066,Environmental Science,430.0,478.0,no,,,,,,
LM068,Food Science and Health,464.0,495.0,no,421.0,454.0,no,400.0,430.0,no
LM076,Product Design and Technology (portfolio required),401.0,499.0,yes,408.0,487.0,yes,402.0,466.0,yes
LM077,Aeronautical Engineering,567.0,601.0,no,520.0,554.0,no,469.0,531.0,no
LM082,Construction Management and Engineering,446.0,480.0,no,398.0,434.0,no,368.0,404.0,no
LM089,Sport and Exercise Sciences,498.0,533.0,no,474.0,489.0,no,441.0,466.0,no
LM090,Physical Education with concurrent Teacher Education,544.0,577.0,no,532.0,565.0,no,498.0,520.0,no
LM091,Languages with concurrent Teacher Education,506.0,541.0,no,517.0,543.0,no,,,
LM092,Science with Teacher Ed (Biology with Physics/Chemistry/Ag Science),521.0,555.0,no,507.0,531.0,no,478.0,509.0,no
LM093,Equine Science,367.0,431.0,no,339.0,412.0,no,338.0,381.0,no
LM094,Materials and Architectural Technology with concurrent Teacher Education,475.0,501.0,no,440.0,478.0,no,405.0,433.0,no
LM095,Materials and Engineering Technology with concurrent Teacher Education,425.0,452.0,no,367.0,421.0,no,358.0,409.0,no
LM096,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),454.0,488.0,no,405.0,454.0,no,382.0,422.0,no
LM097,Mathematics and Computer Science with concurrent Teacher Education,465.0,499.0,no,402.0,509.0,no,,,
LM099,Architecture,520.0,543.0,yes,498.0,532.0,yes,419.0,473.0,yes
LM100,Physiotherapy,601.0,613.0,no,589.0,601.0,no,565.0,577.0,no
LM101,Medicine  - Graduate Entry (GAMSAT required),57.0,59.0,yes,55.0,57.0,yes,55.0,57.0,yes
LM102,Psychology,534.0,565.0,no,509.0,529.0,no,495.0,519.0,no
LM103,Paramedic Studies (Full B/Provisional C1 Drivers Licence),429.0,455.0,yes,392.0,445.0,yes,313.0,403.0,yes
LM105,Exercise and Health Fitness Management,441.0,473.0,no,,,,,,
LM115,Chemical and Biochemical Engineering,476.0,520.0,no,454.0,532.0,no,456.0,520.0,no
LM116,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical),498.0,544.0,no,476.0,521.0,no,434.0,498.0,no
LM118,Electronic and Computer Engineering,445.0,487.0,no,403.0,489.0,no,401.0,498.0,no
LM121,Computer Science (Computer Systems/Games Dev/Mobile Comm Security),402.0,461.0,no,351.0,423.0,no,352.0,420.0,no
LM122,Creative Media and Interaction Design (Digital Design/Music Media Tech),382.0,467.0,no,327.0,401.0,no,330.0,430.0,no
LM123,Biological and Chemical Sc. (Biosci/Envir Sci/Ind Bio/Pharma and In,498.0,533.0,no,441.0,478.0,no,412.0,455.0,no
LM124,Mathematics (Math Science/Maths and Physics/Economics and Maths),455.0,532.0,no,437.0,509.0,no,427.0,521.0,no
LM125,Physics (Applied Physics or Mathematics and Physics),489.0,577.0,no,404.0,520.0,no,405.0,509.0,no
