code,course name,EOS_2021,Mid_2021,test_2021,EOS_2020,Mid_2020,test_2020,EOS_2019,Mid_2019,test_2019
LM150,General Nursing,474.0,496.0,no,475.0,498.0,no,440.0,463.0,no
LM152,Mental Health Nursing,440.0,476.0,no,419.0,430.0,no,388.0,418.0,no
LM154,Intellectual Disability Nursing,433.0,474.0,no,440.0,473.0,no,381.0,408.0,no
LM156,Midwifery,498.0,521.0,no,469.0,499.0,no,429.0,444.0,no
MU001,Theology and Arts,291.0,332.0,no,290.0,349.0,no,290.0,318.0,no
MU002,Theology,411.0,411.0,no,440.0,440.0,no,292.0,377.0,no
MH001,Education - Primary Teaching (Froebel),556.0,578.0,no,507.0,531.0,no,496.0,520.0,no
MH002,Education - Primary Teaching - Gaeltacht Applicants (Froebel),0.0,0.0,yes,0.0,0.0,yes,441.0,0.0,yes
MH003,Early Childhood - Teaching and Learning (full-time),381.0,430.0,no,,,,,,
MH101,Arts,336.0,409.0,no,318.0,388.0,no,316.0,369.0,no
MH103,Music,0.0,0.0,yes,0.0,0.0,yes,,367.0,yes
MH106,Psychology - 3 years,552.0,555.0,no,521.0,529.0,no,495.0,499.0,no
MH107,Social Science,390.0,440.0,no,346.0,388.0,no,326.0,349.0,no
MH109,Media Studies,324.0,393.0,no,316.0,377.0,no,317.0,377.0,no
MH116,Community and Youth Work (Full-Time),0.0,0.0,yes,0.0,0.0,yes,,271.0,yes
MH201,Science,397.0,456.0,no,360.0,418.0,no,350.0,392.0,no
MH202,Biotechnology,489.0,509.0,no,455.0,466.0,no,429.0,446.0,no
MH203,Biological and Geographical Sciences,451.0,477.0,no,430.0,465.0,no,,,
MH204,Physics with Astrophysics,422.0,499.0,no,422.0,479.0,no,420.0,488.0,no
MH206,Theoretical Physics and Mathematics,521.0,578.0,no,510.0,533.0,no,498.0,566.0,no
MH207,Data Science,444.0,510.0,no,445.0,520.0,no,434.0,466.0,no
MH208,Biological and Biomedical Sciences,533.0,554.0,no,498.0,510.0,no,451.0,476.0,no
MH209,Psychology (through Science) - 4 years,517.0,531.0,no,498.0,510.0,no,473.0,485.0,no
MH210,Pharmaceutical and Biomedical Chemistry,510.0,532.0,no,487.0,520.0,no,446.0,466.0,no
MH212,Science|Maths and Computer Science|Mathematics (with Education),434.0,498.0,no,422.0,487.0,no,444.0,476.0,no
MH304,Engineering (Computer/Electronic/Communications),351.0,454.0,no,333.0,444.0,no,371.0,423.0,no
MH305,Product Design,326.0,397.0,no,357.0,409.0,no,358.0,411.0,no
MH306,Robotics and Intelligent Devices,362.0,445.0,no,361.0,433.0,no,361.0,424.0,no
MH401,Finance (options),370.0,418.0,no,357.0,398.0,no,352.0,392.0,no
MH402,Quantitative Finance,476.0,521.0,no,476.0,509.0,no,476.0,487.0,no
MH403,Accounting and Finance,424.0,473.0,no,422.0,468.0,no,402.0,432.0,no
MH404,Business (options),441.0,473.0,no,430.0,454.0,no,400.0,429.0,no
MH407,Business and Accounting,423.0,473.0,no,420.0,462.0,no,401.0,420.0,no
MH411,Entrepreneurship,378.0,409.0,no,371.0,408.0,no,358.0,388.0,no
MH501,LLB Law - four year Single Major Law programme,507.0,531.0,no,473.0,495.0,no,451.0,476.0,no
MH502,Law (options),465.0,498.0,no,451.0,473.0,no,410.0,442.0,no
MH601,Computer Science through Arts (options),381.0,423.0,no,352.0,403.0,no,342.0,369.0,no
MH602,Computer Science through Science (options),400.0,444.0,no,351.0,409.0,no,357.0,413.0,no
MH603,Computational Thinking,520.0,579.0,no,532.0,544.0,no,520.0,543.0,no
MH801,Early Childhood - Teaching and Learning (part-time),0.0,319.0,no,327.0,378.0,no,347.0,358.0,no
MH802,"Community and Youth Work (part-time, in service)",0.0,0.0,yes,0.0,0.0,yes,,0.0,yes
MH803,"Local Studies/Community Studies (part-time, evening) - Mature Students",0.0,0.0,no,0.0,0.0,yes,,0.0,yes
AS001,"Education, Home Economics and Biology - with concurrent Teacher Ed",532.0,555.0,no,518.0,544.0,no,456.0,497.0,no
AS002,"Education, Home Economics and Religious Ed - with concurrent Teacher Ed",441.0,476.0,no,434.0,466.0,no,400.0,433.0,no
AS003,"Education, Home Economics and Irish - with concurrent Teacher Ed",440.0,487.0,no,440.0,484.0,no,421.0,457.0,no
AS051,"Nutrition, Food and Business Management",291.0,418.0,no,317.0,398.0,no,337.0,399.0,no
AS054,Home Economics,368.0,430.0,no,398.0,429.0,no,387.0,401.0,no
AS110,General Nursing,422.0,445.0,no,419.0,431.0,no,391.0,409.0,no
AS130,Intellectual Disability Nursing,348.0,387.0,no,317.0,339.0,no,317.0,338.0,no
SG141,Business,262.0,346.0,no,261.0,347.0,no,252.0,317.0,no
SG145,Business and ICT,279.0,411.0,no,,,,,,
SG146,Accounting,304.0,403.0,no,309.0,411.0,no,307.0,347.0,no
SG147,Sport with Business,288.0,340.0,no,307.0,367.0,no,269.0,316.0,no
SG148,Tourism with Event Management,298.0,328.0,no,269.0,340.0,no,246.0,282.0,no
SG150,Business in Marketing,298.0,360.0,no,,,,,,
SG241,Performing Arts,341.0,393.0,no,328.0,387.0,no,279.0,348.0,no
SG242,Early Childhood Care and Education,287.0,368.0,no,279.0,319.0,no,278.0,318.0,no
SG243,Social Care Practice,309.0,357.0,no,301.0,346.0,no,297.0,338.0,no
SG244,Fine Art,501.0,643.0,yes,505.0,505.0,yes,355.0,496.0,yes
SG245,Creative Design,332.0,357.0,no,282.0,339.0,no,261.0,338.0,no
SG246,Computing,316.0,402.0,no,290.0,333.0,no,295.0,368.0,no
SG247,English and Psychology,319.0,357.0,no,309.0,382.0,no,308.0,336.0,no
SG248,Sociology and Politics,298.0,328.0,no,281.0,327.0,no,282.0,320.0,no
SG249,Writing and Literature,308.0,409.0,no,297.0,368.0,no,279.0,338.0,no
SG252,Software Development,310.0,413.0,no,307.0,319.0,no,300.0,354.0,no
SG253,Computing in Computer Networks and Cyber Security,336.0,374.0,no,378.0,378.0,no,273.0,341.0,no
SG254,Writing and Literature Online,327.0,393.0,no,225.0,328.0,no,,,
SG255,Law and Business,291.0,398.0,no,,,,,,
SG341,General Engineering,373.0,467.0,no,,,,,,
SG342,Civil Engineering,418.0,498.0,no,415.0,480.0,no,,,
SG343,Quantity Surveying,300.0,385.0,no,311.0,367.0,no,261.0,302.0,no
SG344,Mechanical Engineering,412.0,509.0,no,,,,,,
SG346,Construction Project Management and Applied Technology,313.0,362.0,no,291.0,337.0,no,289.0,351.0,no
SG347,Architecture,403.0,462.0,no,360.0,411.0,no,309.0,357.0,no
SG348,Interior Architecture and Design,359.0,410.0,no,331.0,368.0,no,,,
SG349,Electronics and Self Driving Technologies,0.0,0.0,no,,,,,,
SG350,Robotics and Automation,384.0,478.0,no,,,,,,
SG442,Occupational Safety and Health,307.0,360.0,no,290.0,367.0,no,289.0,330.0,no
SG443,Human Nutrition,376.0,440.0,no,356.0,397.0,no,357.0,419.0,no
SG444,Science Undenominated,358.0,430.0,no,338.0,420.0,no,308.0,369.0,no
SG445,Pharmaceutical Science with Drug Development,357.0,401.0,no,311.0,367.0,no,347.0,369.0,no
SG447,Health Science and Physical Activity,326.0,389.0,no,328.0,387.0,no,316.0,363.0,no
SG448,Forensic Investigation and Analysis,308.0,376.0,no,307.0,368.0,no,306.0,348.0,no
SG449,Medical Biotechnology,315.0,403.0,no,341.0,395.0,no,329.0,352.0,no
SG450,Environmental Science with Ecology (Level 8),310.0,430.0,no,304.0,368.0,no,,,
TL801,"Animation, Visual Effects and Motion Design (Level 8, portfolio)",718.0,823.0,yes,281.0,349.0,no,281.0,341.0,no
TL802,"TV, Radio and New Media (Level 8)",322.0,413.0,no,325.0,397.0,no,306.0,356.0,no
TL810,Computing with Software Development,308.0,399.0,no,310.0,389.0,no,309.0,341.0,no
TL811,Computing with Games Development,322.0,342.0,no,358.0,0.0,no,310.0,334.0,no
TL815,Computing (Degree Award options),307.0,453.0,no,308.0,360.0,no,308.0,378.0,no
TL823,Event Management (3 year programme),293.0,369.0,no,299.0,369.0,no,291.0,346.0,no
TL831,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),306.0,408.0,no,306.0,381.0,no,307.0,372.0,no
TL842,Construction Management,0.0,0.0,no,,,,,0.0,no
TL844,Agricultural Engineering,301.0,392.0,no,300.0,373.0,no,311.0,368.0,no
TL845,Civil Engineering,361.0,395.0,no,325.0,413.0,no,300.0,364.0,no
TL847,Manufacturing Engineering,305.0,338.0,no,302.0,368.0,no,,0.0,no
TL848,Agricultural Science,307.0,367.0,no,308.0,380.0,no,331.0,362.0,no
TL851,Wildlife Biology (Degree Award options),309.0,400.0,no,309.0,383.0,no,310.0,362.0,no
TL855,Pharmaceutical Science (Degree Award options),316.0,419.0,no,317.0,369.0,no,342.0,386.0,no
TL858,Veterinary Bioscience,317.0,402.0,no,308.0,393.0,no,326.0,369.0,no
TL871,Health and Leisure (Degree Award options),303.0,389.0,no,300.0,379.0,no,303.0,346.0,no
TL872,Health and Leisure with Massage,314.0,381.0,no,309.0,408.0,no,288.0,357.0,no
TL873,Coaching and Sports Performance,308.0,371.0,no,289.0,329.0,no,282.0,336.0,no
TL874,Inclusive Sport and Physical Activity,341.0,476.0,no,,,,,,
TL880,Early Childhood Care and Education,309.0,369.0,no,307.0,349.0,no,307.0,347.0,no
TL881,Social Care,301.0,377.0,no,309.0,362.0,no,308.0,356.0,no
TL889,Counselling with Addiction - Mature applicants only,0.0,0.0,yes,0.0,0.0,yes,,0.0,yes
TL890,General Nursing and Mature Applicants,463.0,484.0,no,414.0,441.0,no,407.0,431.0,no
TL891,Mental Health Nursing and Mature Applicants,412.0,430.0,no,378.0,399.0,no,367.0,379.0,no
WD001,Applied Computing (options),261.0,423.0,no,260.0,413.0,no,279.0,358.0,no
WD002,Science (options),279.0,388.0,no,308.0,388.0,no,302.0,377.0,no
WD005,Health Sciences (options),271.0,368.0,no,280.0,338.0,no,288.0,347.0,no
WD006,Exercise Sciences (options),270.0,357.0,no,280.0,359.0,no,282.0,337.0,no
WD007,Engineering (options),270.0,432.0,no,288.0,409.0,no,287.0,382.0,no
WD025,Construction Management and Engineering,262.0,357.0,no,269.0,341.0,no,269.0,327.0,no
WD027,Music,321.0,437.0,yes,262.0,409.0,yes,290.0,317.0,yes
WD048,Business (options),279.0,387.0,no,271.0,371.0,no,278.0,357.0,no
WD084,Accounting,308.0,476.0,no,308.0,411.0,no,307.0,403.0,no
WD091,Hospitality Management,225.0,337.0,no,228.0,310.0,no,210.0,281.0,no
WD116,General Nursing,446.0,473.0,no,422.0,451.0,no,413.0,430.0,no
WD117,Psychiatric Nursing,415.0,430.0,no,366.0,388.0,no,361.0,382.0,no
WD120,Intellectual Disability Nursing,390.0,404.0,no,377.0,388.0,no,338.0,359.0,no
WD134,International Business,267.0,368.0,no,290.0,362.0,no,289.0,350.0,no
WD137,Design (Visual Communications),252.0,360.0,no,271.0,351.0,no,253.0,373.0,no
WD140,Laws,280.0,394.0,no,280.0,367.0,no,290.0,352.0,no
WD144,Architecture,309.0,401.0,no,284.0,359.0,no,283.0,385.0,no
WD147,Pharmaceutical Science,288.0,402.0,no,293.0,390.0,no,298.0,363.0,no
WD150,Criminal Justice Studies,280.0,359.0,no,270.0,331.0,no,271.0,311.0,no
WD152,Visual Art,243.0,359.0,no,0.0,317.0,no,253.0,323.0,no
WD161,Computer Forensics and Security,270.0,347.0,no,255.0,380.0,no,262.0,401.0,no
WD162,Quantity Surveying,226.0,337.0,no,216.0,306.0,no,260.0,320.0,no
WD163,Psychology,456.0,487.0,no,434.0,473.0,no,390.0,429.0,no
WD186,Sports Coaching and Performance,261.0,358.0,no,270.0,344.0,no,276.0,327.0,no
WD187,Social Science,276.0,367.0,no,272.0,348.0,no,271.0,321.0,no
WD191,Agricultural Science,377.0,434.0,no,377.0,420.0,no,378.0,421.0,no
WD192,Social Care Practice,271.0,336.0,no,270.0,326.0,no,279.0,323.0,no
WD193,Marketing and Digital Media,279.0,358.0,no,271.0,347.0,no,290.0,358.0,no
WD194,Culinary Arts,237.0,321.0,no,217.0,321.0,no,235.0,331.0,no
WD195,Architectural and Building Information Modelling Technology,279.0,367.0,no,279.0,367.0,no,266.0,305.0,no
WD200,Arts (options),201.0,376.0,no,0.0,336.0,no,221.0,296.0,no
WD210,Software Systems Development,260.0,373.0,no,279.0,337.0,no,271.0,329.0,no
WD211,Creative Computing,270.0,392.0,no,271.0,318.0,no,275.0,322.0,no
WD212,Recreation and Sport Management,262.0,304.0,no,270.0,349.0,no,274.0,311.0,no
WD230,Mechanical and Manufacturing Engineering,230.0,361.0,no,253.0,369.0,no,273.0,348.0,no
WD231,Early Childhood Care and Education,266.0,366.0,no,,,,,,
WD232,Business Information Systems,261.0,329.0,no,,,,,,
CR126,Popular Music: Drums at CIT Cork School of Music,,,,801.0,940.0,yes,878.0,1043.0,yes
CR127,Popular Music: Electric Guitar at CIT Cork School of Music,,,,768.0,978.0,yes,584.0,761.0,yes
CR128,Popular Music: Keyboards at CIT Cork School of Music,,,,840.0,881.0,yes,839.0,1009.0,yes
CR129,Popular Music: Voice at CIT Cork School of Music,,,,841.0,966.0,yes,857.0,927.0,yes
DB516,Financial Services,,,,0.0,0.0,no,328.0,336.0,no
DC201,Common Entry into Science (Undenominated Entry),,,,488.0,499.0,no,454.0,477.0,no
DC239,"Gaeilge, Iriseoireacht agus na Meáin Dhigiteacha",,,,430.0,473.0,no,,,
DK860,Music (audition),,,,503.0,634.0,yes,499.0,649.0,yes
DL821,"English, Media and Cultural Studies",,,,212.0,347.0,no,211.0,317.0,no
DL828,"3D Design, Modelmaking and Digital Art",,,,538.0,920.0,yes,691.0,866.0,yes
DL829,Design for Stage and Screen (Costume Design),,,,593.0,947.0,yes,817.0,1021.0,yes
DL830,Design for Stage and Screen (Character Makeup Design),,,,939.0,968.0,yes,879.0,953.0,yes
DL831,Design for Stage and Screen (Production Design),,,,781.0,1026.0,yes,893.0,1073.0,yes
DL834,Film and Television Production,,,,990.0,1040.0,yes,933.0,1011.0,yes
DN252,Dairy Business,,,,410.0,455.0,no,398.0,428.0,no
DN253,Agri - Environmental Sciences,,,,413.0,443.0,no,403.0,419.0,no
DN271,Forestry,,,,311.0,359.0,no,303.0,361.0,no
DN272,"Horticulture, Landscape and Sportsturf Management",,,,282.0,378.0,no,252.0,312.0,no
GC305,International Hospitality Management,,,,253.0,253.0,no,327.0,327.0,no
GY107,Na Dána (Gaeilge agus Léann an Aistriúcháin),,,,409.0,456.0,no,330.0,397.0,no
GY112,Arts with Film Studies,,,,321.0,399.0,no,338.0,370.0,no
GY120,"Arts (Child, Youth and Family: Policy and Practice)",,,,350.0,397.0,no,309.0,346.0,no
GY121,Arts (Children`s Studies),,,,356.0,419.0,no,356.0,389.0,no
GY124,Arts (Arts with Data Science),,,,454.0,490.0,no,434.0,466.0,no
GY126,Arts (English and Media Studies),,,,391.0,462.0,no,418.0,451.0,no
GY131,Arts (History and Globalisation Studies),,,,360.0,440.0,no,340.0,431.0,no
LC401,Early Childhood Education and Care,,,,297.0,298.0,no,298.0,387.0,no
LC414,Data Analytics and Cyber Security,,,,236.0,336.0,no,,,
LC434,Environmental Science and Agriculture,,,,297.0,349.0,no,278.0,347.0,no
LC613,Early Childhood Education and Care,,,,242.0,327.0,no,346.0,388.0,no
MH405,Equine Business,,,,357.0,408.0,no,357.0,398.0,no
SG142,Business in International Marketing and Languages (French),,,,279.0,386.0,no,270.0,388.0,no
SG144,Business in International Marketing and Languages (Spanish),,,,270.0,347.0,no,280.0,388.0,no
SG250,Application Design and User Experience,,,,412.0,412.0,no,290.0,431.0,no
SG251,Computing (Smart Technologies),,,,342.0,367.0,no,303.0,391.0,no
TR012,History and Political Science,,,,552.0,578.0,no,532.0,557.0,no
TR017,Law and Business,,,,602.0,613.0,no,576.0,589.0,no
TR020,Law and Political Science,,,,601.0,613.0,no,567.0,600.0,no
TR029,Political Science and Geography,,,,510.0,533.0,no,477.0,500.0,no
TR082,Computer Science and Business,,,,555.0,578.0,no,510.0,542.0,no
TR083,Sociology and Social Policy,,,,478.0,513.0,no,451.0,474.0,no
TR452,History/Sociology,,,,529.0,534.0,no,,,
TR755,Sociology/Drama Studies,,,,498.0,543.0,yes,,,
TU803,Electronic Engineering,,,,243.0,337.0,no,,,
TU806,Sustainable Energy Engineering,,,,262.0,318.0,no,,,
TU808,Engineering Software,,,,260.0,339.0,no,,,
TU809,Mechanical Engineering,,,,235.0,347.0,no,,,
TU813,Automation Engineering,,,,218.0,339.0,no,,,
TU873,Industrial Mathematics,,,,250.0,392.0,no,,,
TU901,Business,,,,270.0,307.0,no,,,
TU908,Management,,,,253.0,337.0,no,,,
TU909,Accounting and Finance,,,,285.0,326.0,no,,,
TU911,Accounting and Finance,,,,192.0,319.0,no,,,
TU913,Business and Information Technology,,,,252.0,299.0,no,,,
TU915,International Business,,,,252.0,302.0,no,,,
TU916,International Business,,,,235.0,337.0,no,,,
TU923,Marketing Management,,,,228.0,318.0,no,,,
TU966,Languages and English Studies,,,,434.0,466.0,no,,,
TU971,Contemporary Visual Culture,,,,290.0,320.0,no,,,
TU972,Creative and Cultural Industries,,,,281.0,369.0,no,,,
TU986,Print Media Technology and Management,,,,289.0,300.0,no,,,
TU993,Early Childhood Care and Education,,,,270.0,311.0,no,,,
TU994,Early Childhood Care and Education,,,,230.0,304.0,no,,,
WD149,Early Childhood Studies,,,,271.0,368.0,no,288.0,336.0,no
AL853,Accounting and Law,,,,,,,305.0,320.0,no
CW178,Sport Science (options),,,,,,,399.0,424.0,no
CK116,Sports Studies and Physical Education,,,,,,,499.0,520.0,no
CK502,Food Marketing and Entrepreneurship,,,,,,,433.0,456.0,no
CK506,International Development and Food Policy,,,,,,,367.0,410.0,no
DC005,Education - Primary Teaching - Irish Sign Language,,,,,,,316.0,316.0,yes
DC167,Physics with Astronomy,,,,,,,434.0,477.0,no
DC171,Applied Physics,,,,,,,402.0,433.0,no
DC173,Physics with Biomedical Sciences,,,,,,,402.0,458.0,no
DT001,Product Design,,,,,,,433.0,464.0,no
DT028,Transport Operations and Technology,,,,,,,279.0,348.0,no
DT035,Electrical Services and Energy Management,,,,,,,293.0,340.0,no
DT066,Engineering (General Entry),,,,,,,400.0,457.0,no
DT101,Architecture (test and interview),,,,,,,618.0,647.0,yes
DT106,Planning and Environmental Management,,,,,,,312.0,337.0,no
DT110,Property Economics (Valuation Surveying),,,,,,,367.0,424.0,no
DT111,Quantity Surveying and Construction Economics,,,,,,,391.0,421.0,no
DT112,Geographic Science,,,,,,,287.0,335.0,no
DT117,Construction Management,,,,,,,356.0,373.0,no
DT175,Architectural Technology,,,,,,,388.0,425.0,no
DT201,Science (General Entry),,,,,,,464.0,477.0,no
DT203,Analytical Chemistry (Environmental Forensic and Pharmaceutical),,,,,,,341.0,403.0,no
DT204,Biomedical Science,,,,,,,501.0,512.0,no
DT205,Mathematical Sciences,,,,,,,315.0,363.0,no
DT206,Biomedical and Molecular Diagnostics,,,,,,,473.0,487.0,no
DT211,Computer Science (Infrastructure),,,,,,,381.0,414.0,no
DT220,Industrial Mathematics,,,,,,,300.0,317.0,no
DT221,Physics with Energy and Environment,,,,,,,348.0,436.0,no
DT222,Physics Technology,,,,,,,321.0,371.0,no
DT223,Human Nutrition and Dietetics,,,,,,,553.0,566.0,no
DT224,Optometry,,,,,,,487.0,529.0,no
DT225,Public Health Nutrition,,,,,,,440.0,476.0,no
DT227,Science with Nanotechnology,,,,,,,312.0,361.0,no
DT228,Computer Science,,,,,,,451.0,466.0,no
DT229,Clinical Measurement Science,,,,,,,491.0,509.0,no
DT235,Physics with Medical Physics and Bioengineering,,,,,,,357.0,403.0,no
DT282,Computer Science (International),,,,,,,377.0,402.0,no
DT299,Chemical Sciences with Medicinal Chemistry,,,,,,,420.0,445.0,no
DT302,Business Analytics,,,,,,,325.0,403.0,no
DT304,E-Commerce in Retailing,,,,,,,341.0,388.0,no
DT321,Business and Law,,,,,,,462.0,478.0,no
DT341,Marketing,,,,,,,400.0,419.0,no
DT343,Retail and Services Management,,,,,,,301.0,332.0,no
DT354,Business Computing,,,,,,,322.0,341.0,no
DT358,Logistics and Supply Chain Management,,,,,,,300.0,359.0,no
DT365,Business and Management,,,,,,,440.0,456.0,no
DT366,Accounting and Finance,,,,,,,432.0,454.0,no
DT398,Human Resource Management,,,,,,,375.0,388.0,no
DT399,Economics and Finance,,,,,,,437.0,465.0,no
DT401,International Hospitality Management,,,,,,,300.0,337.0,no
DT405,Culinary Science,,,,,,,308.0,377.0,no
DT407,Culinary Arts,,,,,,,271.0,342.0,no
DT412,Tourism Marketing,,,,,,,284.0,322.0,no
DT413,Event Management,,,,,,,356.0,389.0,no
DT416,Culinary Entrepreneurship,,,,,,,275.0,339.0,no
DT420,Nutraceuticals in Health and Nutrition,,,,,,,392.0,432.0,no
DT421,Food Innovation,,,,,,,321.0,366.0,no
DT422,Pharmaceutical Healthcare,,,,,,,397.0,423.0,no
DT491,Environmental Health,,,,,,,343.0,380.0,no
DT501,Music,,,,,,,383.0,520.0,yes
DT504,Film and Broadcasting,,,,,,,443.0,467.0,no
DT506,Commercial Modern Music,,,,,,,468.0,835.0,yes
DT508,Game Design,,,,,,,403.0,454.0,no
DT517,Languages and English Studies,,,,,,,326.0,419.0,no
DT518,Languages and International Tourism,,,,,,,307.0,357.0,no
DT529,Drama (Performance),,,,,,,371.0,519.0,yes
DT532,Law (LL.B.),,,,,,,422.0,441.0,no
DT533,Contemporary Visual Culture,,,,,,,,0.0,yes
DT544,Interior Design,,,,,,,552.0,866.0,yes
DT545,Design - Visual Communication,,,,,,,667.0,897.0,yes
DT546,Fine Art,,,,,,,668.0,813.0,yes
DT555,International Business and Languages,,,,,,,353.0,399.0,no
DT559,Photography,,,,,,,700.0,926.0,yes
DT571,Social Care,,,,,,,394.0,424.0,no
DT572,Early Childhood Education,,,,,,,385.0,403.0,no
DT582,Journalism,,,,,,,347.0,373.0,no
DT596,Print Media Technology and Management,,,,,,,252.0,311.0,no
DT597,Creative and Cultural Industries,,,,,,,280.0,369.0,no
DL835,Creative Media Technologies,,,,,,,237.0,289.0,no
GC405,International Hospitality Management (Dublin),,,,,,,254.0,272.0,no
ID003,Business Studies with Chinese,,,,,,,,0.0,no
BN101,Business,,,,,,,252.0,289.0,no
BN103,Business and Information Technology,,,,,,,254.0,290.0,no
BN104,Computing (Information Technology),,,,,,,260.0,293.0,no
BN107,Applied Social Studies in Social Care,,,,,,,300.0,328.0,no
BN108,Engineering (Common Entry with Award options),,,,,,,271.0,318.0,no
BN109,Business (Common Entry with Award options),,,,,,,260.0,279.0,no
BN110,International Business,,,,,,,253.0,308.0,no
BN111,Sports Management and Coaching,,,,,,,270.0,298.0,no
BN112,Creative Digital Media,,,,,,,280.0,329.0,no
BN113,Horticulture,,,,,,,289.0,321.0,no
BN114,Accounting and Finance,,,,,,,280.0,332.0,no
BN115,Community and Youth Development,,,,,,,250.0,298.0,no
BN117,Computer Engineering in Mobile Systems,,,,,,,273.0,311.0,no
BN118,Early Childhood Care and Education,,,,,,,290.0,320.0,no
BN119,Digital Marketing,,,,,,,270.0,308.0,no
BN120,Digital Forensics and Cyber Security,,,,,,,281.0,326.0,no
BN121,Mechatronic Engineering,,,,,,,276.0,340.0,no
BN123,"Design,Technology and Innovation",,,,,,,297.0,318.0,no
TA022,Creative Digital Media,,,,,,,260.0,318.0,no
TA023,Advertising and Marketing Communications,,,,,,,235.0,299.0,no
TA024,Early Childhood Care and Education,,,,,,,217.0,307.0,no
TA025,Social Care Practice,,,,,,,261.0,297.0,no
TA026,International Hospitality and Tourism Management,,,,,,,208.0,269.0,no
TA027,Botanical Cuisine,,,,,,,236.0,273.0,no
TA028,Digital Marketing Technologies,,,,,,,220.0,313.0,no
TA121,Accounting and Finance,,,,,,,202.0,328.0,no
TA122,Management,,,,,,,218.0,297.0,no
TA123,Marketing Management,,,,,,,207.0,284.0,no
TA125,International Business,,,,,,,229.0,300.0,no
TA221,Electronic Engineering,,,,,,,251.0,321.0,no
TA222,Mechanical Engineering,,,,,,,243.0,302.0,no
TA223,Sustainable Energy Engineering,,,,,,,236.0,305.0,no
TA224,Biomedical Design,,,,,,,218.0,324.0,no
TA225,Automation Engineering,,,,,,,235.0,288.0,no
TA226,Engineering Software,,,,,,,243.0,304.0,no
TA321,Pharmaceutical Science,,,,,,,261.0,298.0,no
TA322,Computing,,,,,,,200.0,294.0,no
TA323,Computing with IT Management,,,,,,,243.0,309.0,no
TA326,DNA and Forensic Analysis,,,,,,,300.0,362.0,no
TA327,Sports Science and Health,,,,,,,341.0,381.0,no
TA328,Computing with Language (French/German/Spanish),,,,,,,218.0,317.0,no
TA329,Computing with Data Analytics,,,,,,,218.0,296.0,no
NC025,Data Science,,,,,,,297.0,371.0,no
GA385,Retail Management,,,,,,,219.0,319.0,no
LY218,Business - with Spanish/Irish options,,,,,,,298.0,367.0,no
CI101,Counselling and Psychotherapy (Limerick),,,,,,,276.0,328.0,no
LC411,Marketing and Management (Thurles),,,,,,,226.0,300.0,no
SG149,Business in Finance and Investment,,,,,,,262.0,357.0,no
SG441,Environmental Science,,,,,,,297.0,358.0,no
SG446,Applied Archaeology,,,,,,,289.0,290.0,no
TL803,Music Technology,,,,,,,264.0,288.0,no
TL812,Computing with Digital Media,,,,,,,369.0,369.0,no
WD148,Tourism Marketing,,,,,,,269.0,338.0,no
